claim_id,worker_id,event_id,worker_age,worker_zone,platform,vehicle_type,months_active,avg_weekly_earnings_inr,work_hours_daily,multiplatform,season,trigger_type,geo_risk,temporal_risk,combined_risk,gps_zone_match,gps_network_delta_m,accel_variance,mock_location_flag,speed_anomaly,gps_trust_score,claim_latitude,claim_longitude,weather_api_match,rainfall_mm_hr,heat_index_celsius,aqi,claims_this_month,earnings_deviation,peer_claim_ratio,platform_login_active,order_availability,duplicate_upi_event,loyalty_score,loyalty_discount,weekly_premium_inr,hours_disrupted,payout_amount_inr,risk_score,decision,is_fraud
C000302,W00184,EVT0089,29,South Delhi,Swiggy,EV Scooter,33,3652.94,10.1,0,Post-Monsoon,Heavy Rainfall,0.1,0.1,0.2,0.408,1985.5,0.186,1,0,0.184,28.10833,77.466194,0.219,22.0,37.3,204,0,0.808,0.292,1,0,0,0.6875,0.1375,46.96,2,300,59,MANUAL_REVIEW,1
C000311,W01036,EVT0366,39,East Delhi,Zepto,Bike,3,3512.31,9.3,1,Post-Monsoon,Social Disruption,0.35,0.1,0.45,0.201,1844.0,0.12,0,1,0.2158,28.558826,77.399536,0.251,9.2,36.8,290,0,0.565,0.261,1,0,0,0.0625,0.0125,71.18,2,300,52,MANUAL_REVIEW,1
C000325,W01537,EVT0426,38,Lajpat Nagar,Zepto,Bike,40,3647.32,7.6,0,Post-Monsoon,Heavy Rainfall,0.12,0.1,0.22,0.283,1632.7,0.017,0,0,0.27,28.083002,77.547169,0.502,6.6,25.2,237,0,0.884,0.073,0,0,0,0.8333,0.1667,49.35,4,600,49,MANUAL_REVIEW,1
C000330,W00339,EVT0452,23,Lajpat Nagar,Instamart,Bike,21,3664.28,10.2,0,Post-Monsoon,Social Disruption,0.12,0.1,0.22,0.126,1561.7,0.272,1,1,0.1433,28.679185,76.918523,0.107,20.7,35.6,180,0,0.648,0.331,1,0,0,0.4375,0.0875,50.64,1,150,69,MANUAL_REVIEW,1
C000331,W00022,EVT0490,38,Noida,BigBasket,EV Scooter,9,4118.2,9.2,0,Monsoon,Social Disruption,0.28,0.3,0.58,0.168,1295.8,0.194,0,1,0.2922,28.058635,76.894612,0.391,12.9,25.7,303,0,0.476,0.303,0,0,0,0.1875,0.0375,76.66,1,150,49,MANUAL_REVIEW,1
C000339,W01931,EVT0480,39,South Delhi,Zepto,Bicycle,7,4508.81,10.7,0,Winter,Extreme Heat,0.1,0.05,0.15,0.043,1453.5,0.278,1,0,0.127,28.142365,76.631921,0.377,0.7,34.8,216,0,0.679,0.055,1,0,0,0.1458,0.0292,54.57,2,300,64,MANUAL_REVIEW,1
C000341,W00777,EVT0495,44,Faridabad,Blinkit,Bike,20,4461.34,10.1,0,Summer,Social Disruption,0.32,0.2,0.52,0.29,474.8,0.269,0,1,0.4717,28.069207,76.986867,0.045,15.0,35.5,342,0,0.636,0.067,0,0,0,0.4167,0.0833,69.09,5,750,57,MANUAL_REVIEW,1
C000343,W01866,EVT0108,24,Saket,BigBasket,Bike,14,3032.42,10.7,1,Post-Monsoon,Flooding,0.14,0.1,0.24,0.395,326.8,0.038,0,0,0.5128,28.578835,77.008408,0.321,29.0,29.6,301,0,0.389,0.012,0,1,1,0.2917,0.0583,56.16,5,750,42,MANUAL_REVIEW,1
C000345,W00209,EVT0420,25,Faridabad,Zomato,Bicycle,45,4097.71,6.1,0,Summer,Flooding,0.32,0.2,0.52,0.369,1146.8,0.068,0,1,0.3824,28.316416,77.042636,0.37,18.6,26.5,187,0,0.496,0.285,1,0,0,0.9375,0.1875,64.45,1,150,44,MANUAL_REVIEW,1
C000351,W01290,EVT0211,40,South Delhi,BigBasket,EV Scooter,26,3623.06,7.8,1,Post-Monsoon,Extreme Heat,0.1,0.1,0.2,0.506,1147.9,0.151,1,0,0.3453,28.238269,76.849284,0.579,3.4,31.4,256,0,0.688,0.084,0,0,1,0.5417,0.1083,51.13,3,450,40,MANUAL_REVIEW,1
C000367,W01155,EVT0370,23,Noida,BigBasket,Bike,25,3743.93,11.6,1,Winter,Severe Pollution,0.28,0.05,0.33,0.456,1989.8,0.264,0,0,0.3103,28.915135,77.16252,0.173,12.0,37.4,148,0,0.694,0.136,0,1,0,0.5208,0.1042,59.5,6,900,52,MANUAL_REVIEW,1
C000368,W01757,EVT0290,43,Connaught Place,Zepto,Bicycle,4,3732.09,8.6,0,Monsoon,Severe Pollution,0.15,0.3,0.45,0.383,1085.1,0.132,1,1,0.3036,28.042475,77.207926,0.042,3.4,35.1,331,0,0.493,0.053,1,0,0,0.0833,0.0167,71.72,5,750,60,MANUAL_REVIEW,1
C000376,W00161,EVT0473,42,West Delhi,Swiggy,Bike,11,3172.35,10.0,0,Winter,Extreme Heat,0.25,0.05,0.3,0.28,846.3,0.19,0,0,0.4041,28.042007,77.473162,0.082,4.4,40.8,214,0,0.418,0.027,1,0,0,0.2292,0.0458,57.33,3,450,54,MANUAL_REVIEW,1
C000382,W01808,EVT0011,20,West Delhi,BigBasket,Bike,9,4380.67,8.8,0,Monsoon,Severe Pollution,0.25,0.3,0.55,0.259,1023.0,0.184,0,1,0.3686,28.935062,77.105664,0.303,22.5,35.8,201,0,0.814,0.224,1,0,0,0.1875,0.0375,72.57,5,750,57,MANUAL_REVIEW,1
C000384,W00653,EVT0114,39,North Delhi,BigBasket,Bike,4,4316.1,10.0,0,Summer,Social Disruption,0.2,0.2,0.4,0.087,307.7,0.009,1,1,0.2895,28.251298,76.898415,0.218,2.7,35.0,151,0,0.46,0.145,1,1,0,0.0833,0.0167,66.66,3,450,63,MANUAL_REVIEW,1
C000389,W01423,EVT0436,40,Faridabad,Zomato,EV Scooter,27,4242.14,8.3,0,Winter,Social Disruption,0.32,0.05,0.37,0.498,1739.0,0.244,0,1,0.3628,28.002293,76.602766,0.119,25.7,37.9,100,0,0.651,0.062,1,0,0,0.5625,0.1125,57.52,4,600,54,MANUAL_REVIEW,1
C000390,W00574,EVT0202,39,Rohini,Zepto,Bike,26,4650.55,7.2,1,Monsoon,Heavy Rainfall,0.18,0.3,0.48,0.239,678.3,0.191,1,1,0.313,28.432204,77.3871,0.51,26.6,34.3,153,0,0.361,0.282,0,0,0,0.5417,0.1083,61.65,3,450,49,MANUAL_REVIEW,1
C000391,W01454,EVT0414,41,East Delhi,Swiggy,Bike,40,3491.19,6.7,1,Monsoon,Social Disruption,0.35,0.3,0.65,0.464,801.1,0.098,1,1,0.3752,28.434466,76.883027,0.512,11.1,25.3,148,1,0.726,0.031,1,0,1,0.8333,0.1667,67.9,4,600,47,MANUAL_REVIEW,1
C000423,W00852,EVT0089,20,Rohini,Zomato,EV Scooter,36,3603.87,8.2,0,Winter,Flooding,0.18,0.05,0.23,0.376,1232.0,0.097,0,0,0.3753,28.732234,77.577142,0.138,11.3,34.5,54,0,0.462,0.026,1,1,0,0.75,0.15,53.87,3,450,51,MANUAL_REVIEW,1
C000426,W01816,EVT0366,38,Noida,Blinkit,Bike,43,5191.23,9.1,1,Post-Monsoon,Severe Pollution,0.28,0.1,0.38,0.343,319.4,0.077,1,1,0.397,28.385989,77.562613,0.189,22.5,39.2,112,0,0.399,0.045,1,0,1,0.8958,0.1792,53.41,4,600,58,MANUAL_REVIEW,1
C000461,W01036,EVT0431,39,East Delhi,Zepto,Bike,3,3512.31,9.3,1,Summer,Extreme Heat,0.35,0.2,0.55,0.209,1056.0,0.021,0,1,0.3273,28.555681,77.172022,0.022,4.8,29.8,227,1,0.771,0.261,0,0,1,0.0625,0.0125,77.2,5,750,71,AUTO_REJECT,1
C000464,W00711,EVT0422,38,East Delhi,Zepto,Bike,18,5631.28,7.4,0,Winter,Heavy Rainfall,0.35,0.05,0.4,0.222,1952.8,0.155,1,0,0.1114,28.764939,76.971992,0.509,33.4,36.5,176,1,0.808,0.324,1,0,0,0.375,0.075,58.33,3,450,56,MANUAL_REVIEW,1
C000477,W00801,EVT0221,25,Gurgaon,BigBasket,Bike,39,3394.91,9.3,0,Monsoon,Severe Pollution,0.3,0.3,0.6,0.402,1018.5,0.067,1,1,0.3147,28.273817,76.967967,0.38,17.7,34.9,368,0,0.7,0.211,0,0,0,0.8125,0.1625,64.1,3,450,58,MANUAL_REVIEW,1
C000480,W00778,EVT0058,23,Rohini,Instamart,Bike,19,3082.55,11.1,0,Post-Monsoon,Heavy Rainfall,0.18,0.1,0.28,0.259,1786.4,0.243,0,0,0.2599,28.584226,77.594456,0.575,0.2,25.1,176,0,0.464,0.2,0,1,0,0.3958,0.0792,53.91,6,900,48,MANUAL_REVIEW,1
C000484,W00076,EVT0153,23,West Delhi,Zepto,Bike,29,4255.95,11.9,0,Monsoon,Heavy Rainfall,0.25,0.3,0.55,0.009,1904.5,0.142,1,0,0.0321,28.179306,77.256107,0.469,18.5,26.7,135,0,0.8,0.18,1,0,0,0.6042,0.1208,65.73,5,750,61,MANUAL_REVIEW,1
C000490,W00366,EVT0491,23,Noida,Swiggy,EV Scooter,46,4565.67,8.2,0,Monsoon,Social Disruption,0.28,0.3,0.58,0.488,1553.7,0.158,1,0,0.2779,28.831265,77.576001,0.432,1.0,34.9,73,0,0.812,0.243,0,1,0,0.9583,0.1917,62.29,1,150,45,MANUAL_REVIEW,1
C000491,W00419,EVT0294,43,Dwarka,Zomato,Bike,14,3450.03,8.7,0,Post-Monsoon,Severe Pollution,0.22,0.1,0.32,0.302,1024.3,0.19,1,0,0.2862,28.426656,77.0503,0.197,1.1,31.9,246,0,0.654,0.007,0,1,0,0.2917,0.0583,64.23,4,600,58,MANUAL_REVIEW,1
C000492,W01946,EVT0190,43,North Delhi,Zepto,Bike,29,3820.96,4.9,0,Post-Monsoon,Extreme Heat,0.2,0.1,0.3,0.375,1064.8,0.2,0,1,0.4103,28.363166,76.799075,0.549,2.3,30.6,128,0,0.647,0.198,0,0,0,0.6042,0.1208,56.9,2,300,36,MANUAL_REVIEW,1
C000493,W00895,EVT0244,36,Faridabad,Instamart,Bicycle,3,2767.34,7.6,0,Post-Monsoon,Heavy Rainfall,0.32,0.1,0.42,0.436,532.8,0.117,1,0,0.4062,28.191493,77.079817,0.205,36.8,25.5,156,1,0.454,0.345,0,0,0,0.0625,0.0125,67.7,4,600,55,MANUAL_REVIEW,1
C000497,W01507,EVT0066,32,East Delhi,Zepto,Bike,11,4593.63,8.9,1,Summer,Heavy Rainfall,0.35,0.2,0.55,0.267,994.0,0.25,0,0,0.3827,28.292756,76.972202,0.167,38.0,26.4,151,1,0.644,0.348,1,0,1,0.2292,0.0458,72.16,3,450,53,MANUAL_REVIEW,1
C000509,W00131,EVT0224,27,Gurgaon,Zomato,EV Scooter,34,4103.02,9.6,0,Winter,Social Disruption,0.3,0.05,0.35,0.267,650.1,0.141,0,1,0.4234,28.204095,76.792168,0.225,29.8,34.6,272,0,0.802,0.05,1,1,0,0.7083,0.1417,58.89,3,450,53,MANUAL_REVIEW,1
C000511,W00231,EVT0305,34,North Delhi,BigBasket,Bike,19,4336.92,8.2,1,Summer,Flooding,0.2,0.2,0.4,0.265,1792.6,0.178,0,0,0.2549,28.251376,76.853454,0.173,8.5,41.0,142,1,0.448,0.091,0,0,0,0.3958,0.0792,62.09,2,300,55,MANUAL_REVIEW,1
C000515,W01431,EVT0475,23,Rohini,Zepto,Bicycle,13,3615.09,8.9,0,Winter,Extreme Heat,0.18,0.05,0.23,0.398,1984.3,0.164,1,1,0.178,28.939912,76.791476,0.218,4.5,30.8,271,1,0.721,0.09,1,0,0,0.2708,0.0542,57.14,4,600,47,MANUAL_REVIEW,1
C000524,W01377,EVT0462,32,North Delhi,BigBasket,Bike,38,3727.37,7.5,0,Winter,Social Disruption,0.2,0.05,0.25,0.242,1657.3,0.006,0,1,0.2488,28.674354,76.924376,0.4,27.6,28.1,194,0,0.465,0.192,1,1,0,0.7917,0.1583,52.39,3,450,48,MANUAL_REVIEW,1
C000531,W00127,EVT0318,31,South Delhi,Zepto,EV Scooter,29,3146.87,8.7,0,Post-Monsoon,Flooding,0.1,0.1,0.2,0.215,1631.6,0.242,1,0,0.1655,28.347913,77.556291,0.25,17.5,37.2,267,0,0.453,0.065,1,0,0,0.6042,0.1208,50.89,4,600,61,MANUAL_REVIEW,1
C000536,W01231,EVT0215,24,Faridabad,Swiggy,Bike,27,5545.38,7.8,1,Monsoon,Severe Pollution,0.32,0.3,0.62,0.389,1194.5,0.087,0,0,0.3851,28.619893,76.921426,0.478,9.8,27.7,125,0,0.459,0.009,0,0,0,0.5625,0.1125,70.6,1,150,38,MANUAL_REVIEW,1
C000550,W01202,EVT0476,40,Faridabad,BigBasket,Bike,13,4933.99,9.9,0,Monsoon,Heavy Rainfall,0.32,0.3,0.62,0.227,885.4,0.081,1,0,0.2661,28.940277,77.519405,0.22,30.2,31.7,220,2,0.437,0.159,0,0,0,0.2708,0.0542,75.47,2,300,60,MANUAL_REVIEW,1
C000581,W01838,EVT0096,22,South Delhi,Zomato,Bicycle,12,4877.35,9.0,1,Monsoon,Flooding,0.1,0.3,0.4,0.096,1151.1,0.137,0,1,0.2794,28.354138,77.463598,0.157,25.6,27.0,286,0,0.773,0.014,1,1,0,0.25,0.05,62.0,4,600,58,MANUAL_REVIEW,1
C000593,W01832,EVT0430,36,North Delhi,Swiggy,Bike,22,5316.78,9.1,1,Winter,Flooding,0.2,0.05,0.25,0.038,846.4,0.013,1,1,0.1895,28.414464,77.526652,0.473,1.3,32.3,166,0,0.351,0.277,1,0,1,0.4583,0.0917,57.64,4,600,57,MANUAL_REVIEW,1
C000603,W01525,EVT0414,40,Dwarka,Zepto,Bike,26,3029.32,9.3,0,Monsoon,Social Disruption,0.22,0.3,0.52,0.542,548.3,0.113,1,1,0.4459,28.280947,76.820994,0.492,14.1,37.7,285,0,0.765,0.055,1,0,0,0.5417,0.1083,67.12,3,450,46,MANUAL_REVIEW,1
C000610,W01281,EVT0002,27,Dwarka,Zomato,Bicycle,30,3237.53,7.6,0,Monsoon,Heavy Rainfall,0.22,0.3,0.52,0.342,1029.4,0.043,1,0,0.2867,28.370551,77.595418,0.353,17.4,33.3,243,2,0.715,0.242,1,1,0,0.625,0.125,65.05,4,600,62,MANUAL_REVIEW,1
C000637,W01493,EVT0068,26,South Delhi,Blinkit,Bicycle,32,4780.38,9.8,0,Summer,Social Disruption,0.1,0.2,0.3,0.335,1669.4,0.106,1,1,0.1942,28.283903,77.57243,0.219,28.2,29.1,309,3,0.797,0.303,1,0,0,0.6667,0.1333,55.37,3,450,57,MANUAL_REVIEW,1
C000652,W00191,EVT0102,34,Connaught Place,Zomato,Bike,46,3980.29,9.1,0,Post-Monsoon,Heavy Rainfall,0.15,0.1,0.25,0.448,1422.9,0.115,1,0,0.2773,28.486757,77.139335,0.405,8.4,36.1,208,1,0.514,0.106,1,0,0,0.9583,0.1917,47.44,3,450,47,MANUAL_REVIEW,1
C000659,W00413,EVT0421,29,Faridabad,Zepto,Bike,13,3027.31,9.5,0,Post-Monsoon,Flooding,0.32,0.1,0.42,0.033,701.5,0.108,0,1,0.3188,28.857904,77.178778,0.052,19.7,35.6,139,0,0.587,0.047,0,0,0,0.2708,0.0542,68.2,2,300,67,MANUAL_REVIEW,1
C000664,W00769,EVT0179,41,Dwarka,Zepto,Bike,5,3855.34,9.4,0,Post-Monsoon,Social Disruption,0.22,0.1,0.32,0.365,944.0,0.014,1,1,0.3058,28.407361,77.534761,0.502,20.9,38.8,97,1,0.633,0.096,0,0,0,0.1042,0.0208,63.83,2,300,51,MANUAL_REVIEW,1
C000696,W00497,EVT0362,35,Saket,Swiggy,EV Scooter,29,3717.25,9.6,0,Monsoon,Social Disruption,0.14,0.3,0.44,0.09,1851.8,0.134,1,1,0.0716,28.495878,77.562602,0.489,1.7,40.1,217,0,0.779,0.308,1,0,0,0.6042,0.1208,61.5,4,600,58,MANUAL_REVIEW,1
C000697,W00744,EVT0278,36,Saket,Zomato,Bicycle,37,2687.14,11.3,1,Winter,Extreme Heat,0.14,0.05,0.19,0.538,647.2,0.158,1,1,0.4339,28.257679,76.881138,0.575,5.0,42.7,182,0,0.861,0.302,0,0,1,0.7708,0.1542,51.75,1,150,41,MANUAL_REVIEW,1
C000706,W00333,EVT0095,33,Dwarka,Zomato,Bicycle,45,4208.26,11.4,1,Summer,Flooding,0.22,0.2,0.42,0.11,446.7,0.215,0,1,0.3985,28.467167,76.898128,0.169,28.4,41.9,330,0,0.787,0.264,1,0,1,0.9375,0.1875,54.95,2,300,64,MANUAL_REVIEW,1
C000719,W01742,EVT0448,33,Rohini,BigBasket,Bike,1,3782.99,7.8,0,Monsoon,Severe Pollution,0.18,0.3,0.48,0.348,831.9,0.11,1,0,0.3254,28.898763,76.667331,0.17,19.0,40.9,123,0,0.647,0.21,0,1,0,0.0208,0.0042,73.61,4,600,60,MANUAL_REVIEW,1
C000732,W00881,EVT0002,24,Connaught Place,Blinkit,Bike,1,2917.8,10.7,1,Winter,Flooding,0.15,0.05,0.2,0.147,1664.6,0.237,1,0,0.1328,28.391337,77.344224,0.383,15.5,38.1,125,0,0.736,0.139,0,0,0,0.0208,0.0042,62.89,6,900,60,MANUAL_REVIEW,1
C000735,W00657,EVT0212,44,Gurgaon,BigBasket,Bike,19,2624.37,8.6,0,Monsoon,Extreme Heat,0.3,0.3,0.6,0.127,1553.9,0.022,0,0,0.2199,28.012622,76.603079,0.435,0.1,37.8,254,1,0.732,0.315,0,1,0,0.3958,0.0792,72.0,2,300,54,MANUAL_REVIEW,1
C000746,W01471,EVT0033,20,Noida,Zomato,Bike,16,3758.16,9.8,1,Summer,Extreme Heat,0.28,0.2,0.48,0.2,887.5,0.058,1,0,0.2527,28.597997,76.799673,0.196,0.9,33.2,175,0,0.885,0.133,1,0,0,0.3333,0.0667,66.97,3,450,64,MANUAL_REVIEW,1
C000750,W00023,EVT0134,40,North Delhi,Zepto,Bicycle,38,4797.32,8.4,0,Post-Monsoon,Social Disruption,0.2,0.1,0.3,0.51,1672.6,0.065,1,1,0.2596,28.805244,77.368276,0.528,2.8,37.8,72,0,0.414,0.2,1,0,0,0.7917,0.1583,51.27,4,600,39,MANUAL_REVIEW,1
C000761,W00940,EVT0425,21,East Delhi,Zepto,Bike,47,3664.66,6.9,1,Post-Monsoon,Flooding,0.35,0.1,0.45,0.221,1701.4,0.097,1,1,0.1429,28.691585,77.123155,0.085,12.1,27.3,181,0,0.363,0.043,1,0,0,0.9792,0.1958,58.46,3,450,59,MANUAL_REVIEW,1
